precision,recall
,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.020408163265306128,0.002577319587628866
0.020000000000000007,0.002577319587628866
0.019230769230769235,0.002577319587628866
0.01449275362318841,0.002577319587628866
0.014285714285714287,0.002577319587628866
0.013698630136986304,0.002577319587628866
0.013513513513513514,0.002577319587628866
0.01298701298701299,0.002577319587628866
0.012195121951219516,0.002577319587628866
0.023255813953488372,0.005154639175257732
0.021739130434782608,0.005154639175257732
0.02127659574468085,0.005154639175257732
0.019801980198019806,0.005154639175257732
0.019417475728155345,0.005154639175257732
0.018348623853211014,0.005154639175257732
0.0170940170940171,0.005154639175257732
0.016806722689075636,0.005154639175257732
0.016528925619834715,0.005154639175257732
0.016000000000000004,0.005154639175257732
0.015873015873015876,0.005154639175257732
0.015503875968992251,0.005154639175257732
0.014814814814814817,0.005154639175257732
0.01418439716312057,0.005154639175257732
0.013605442176870751,0.005154639175257732
0.013422818791946312,0.005154639175257732
0.01298701298701299,0.005154639175257732
0.012500000000000004,0.005154639175257732
0.012195121951219516,0.005154639175257732
0.01204819277108434,0.005154639175257732
0.011695906432748537,0.005154639175257732
0.011363636363636366,0.005154639175257732
0.010526315789473684,0.005154639175257732
0.010362694300518135,0.005154639175257732
0.009900990099009903,0.005154639175257732
0.009803921568627453,0.005154639175257732
0.009433962264150945,0.005154639175257732
0.00930232558139535,0.005154639175257732
0.009049773755656111,0.005154639175257732
0.008968609865470852,0.005154639175257732
0.00881057268722467,0.005154639175257732
0.008695652173913045,0.005154639175257732
0.008620689655172415,0.005154639175257732
0.008130081300813009,0.005154639175257732
0.012145748987854253,0.007731958762886598
0.011764705882352944,0.007731958762886598
0.009063444108761332,0.007731958762886598
0.008955223880597017,0.007731958762886598
0.008152173913043482,0.007731958762886598
0.00810810810810811,0.007731958762886598
0.008042895442359251,0.007731958762886598
0.008000000000000002,0.007731958762886598
0.007575757575757577,0.007731958762886598
0.0075000000000000015,0.007731958762886598
0.007159904534606207,0.007731958762886598
0.007109004739336495,0.007731958762886598
0.00681818181818182,0.007731958762886598
0.006787330316742082,0.007731958762886598
0.006369426751592359,0.007731958762886598
0.0063424947145877385,0.007731958762886598
